"","IDCNTRY","booklet_id","IDSCHOOL","IDCLASS","person_id","ITSEX","dum.fr","dum.eng","dum.hk","dum.kor","dum.qat","dum.nor","dum.twn","ME52024","ME52058A","ME52058B","ME52125","ME52229","ME52063","ME52072","ME52146A","ME52146B","ME52092","ME52046","ME52083","ME52082","ME52161","ME52418A","ME52418B","ME72007","ME72025","ME72017","ME72190","ME72068","ME72076","ME72056","ME72098","ME72103","ME72121","ME72180","ME72198","ME72227","ME72170","ME72209","ME52024t","ME52058At","ME52058Bt","ME52125t","ME52229t","ME52063t","ME52072t","ME52146At","ME52146Bt","ME52092t","ME52046t","ME52083t","ME52082t","ME52161t","ME52418At","ME52418Bt","ME72007t","ME72025t","ME72017t","ME72190t","ME72068t","ME72076t","ME72056t","ME72098t","ME72103t","ME72121t","ME72180t","ME72198t","ME72227t","ME72170t","ME72209t"
"60","FRA","Booklet 01","5031","503109","50310931","Female",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,62.244,99.127,99.127,71.453,18.47,56.322,21.716,95.216,95.216,31.551,50.806,68.568,118.161,73.699,90.038,90.038,45.727,30.877,36.875,73.307,123.597,35.549,42.47,124.325,69.933,45.713,67.278,124.789,25.874,49.987,134.703
"61","FRA","Booklet 01","5032","503204","50320402","Female",0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,71.541,140.231,140.231,90.965,57.37,59.663,18.824,255.36,255.36,111.931,237.182,106.568,127.176,65.236,577.501,577.501,83.914,60.82,158.026,106.913,64.751,38.538,84.098,49.393,60.71,15.758,11.455,21.102,27.867,NA,NA
"62","FRA","Booklet 01","5032","503204","50320418","Male",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75.451,145.886,145.886,34.015,0.148,42.924,38.219,155.081,155.081,33.283,61.014,233.734,11.834,40.304,132.046,132.046,109.75,18.052,32.011,46.024,22.295,9.704,102.383,40.909,61.979,13.275,101.628,35.351,NA,14.389,29.455
"63","FRA","Booklet 01","5033","503301","50330103","Male",0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,67.959,133.136,133.136,45.095,113.628,25.186,26.016,159.154,159.154,62.659,114.631,132.029,81.835,96.574,228.023,228.023,82.017,45.058,82.169,76.303,82.323,58.149,104.111,175.569,74.307,47.469,79.438,86.465,44.718,108.197,182.341
"64","FRA","Booklet 01","5033","503301","50330119","Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,35.317,111.017,111.017,33.542,25.112,30.45,15.056,210.492,210.492,24.712,81.4,54.456,12.98,43.21,100.583,100.583,47.769,47.453,44.468,61.224,36.299,53.311,122.767,133.945,95.845,36.242,105.04,270.677,91.155,84.712,186.655
"65","FRA","Booklet 01","5034","503405","50340503","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,124.684,147.484,147.484,40.304,34.521,32.519,36.022,85.085,85.085,24.018,97.368,98.685,50.441,48.28,37.143,37.143,97.743,43.23,145.016,42.633,10.209,14.846,95.201,65.842,70.399,198.517,47.668,104.858,11.782,27.49,73.368
"66","FRA","Booklet 01","5035","503504","50350415","Female",0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,1,1,0,1,68.563,117.715,117.715,29.141,41.502,67.681,26.851,159.537,159.537,18.788,110.93,61.715,40.83,44.261,220.495,220.495,73.13,72.771,91.794,87.792,101.92,32.597,95.723,229.428,54.92,81.991,34.942,70.868,52.524,83.717,187.815
"67","FRA","Booklet 01","5035","503509","50350923","Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.743,128.218,128.218,33.624,60.115,64.253,88.445,263.345,263.345,60.21,92.387,122.255,78.901,81.263,440.5,440.5,293.469,80.357,202.904,87.207,111.968,93.749,99.731,82.464,21.479,2.435,NA,NA,NA,NA,4.42
"68","FRA","Booklet 01","5036","503606","50360604","Female",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,35.197,123.769,123.769,18.484,38.164,42.364,18.538,100.09,100.09,56.164,71.404,66.185,44.219,66.12,153.986,153.986,84.258,80.682,49.99,36.497,114.906,46.152,106.05,415.472,54.105,17.293,44.142,78.587,121.576,48.006,172.906
"69","FRA","Booklet 01","5036","503606","50360620","Male",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,33.551,76.003,76.003,59.201,48.928,37.651,28.533,256.481,256.481,57.06,77.008,148.991,65.93,16.757,280.25,280.25,87.295,68.503,216.085,38.506,44.83,551.106,93.375,190.904,42.869,45.519,62.982,41.65,30.532,NA,NA
"70","FRA","Booklet 01","5037","503701","50370109","Male",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,82.283,136.68,136.68,28.797,35.527,42.587,40.775,220.326,220.326,24.945,73.646,25.888,79.676,126.793,118.856,118.856,55.09,44.286,42.545,133.189,78.492,94.836,180.573,34.135,134.165,96.821,69.847,66.909,121.969,36.005,404.034
"71","FRA","Booklet 01","5037","503701","50370125","Female",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,39.653,188.485,188.485,90.613,66.058,37.107,23.568,134.581,134.581,35.099,45.777,125.57,66.767,75.063,129.745,129.745,50.588,25.338,38.764,122.298,217.391,25.661,69.466,227.36,150.429,29.401,49.786,46.17,45.474,29.81,209.654
"72","FRA","Booklet 01","5038","503803","50380318","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.867,88.248,88.248,35.894,45.374,36.659,17.65,147.699,147.699,32.742,64.274,60.718,14.15,51.99,59.334,59.334,24.528,18.575,78.828,20.027,12.793,25.578,60.418,41.65,54.341,36.813,54.687,136.554,38.544,96.71,183.662
"73","FRA","Booklet 01","5038","503807","50380703","Male",0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,58.693,99.275,99.275,15.262,61.848,20.906,13.496,102.408,102.408,17.796,81.893,68.751,26.871,60.739,90.629,90.629,51.554,32.594,76.828,53.017,42.139,34.576,64.743,50.503,66.727,27.941,82.724,59.105,46.554,43.333,112.863
"74","FRA","Booklet 01","5038","503807","50380719","Male",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,32.299,178.181,178.181,33.171,72.168,42.663,20.816,139.671,139.671,176.319,56.501,85.825,132.06,19.773,104.198,104.198,102.566,27.37,119.872,58.268,46.369,370.845,60.895,55.763,104.509,47.046,62.359,63.417,77.273,55.887,192.624
"75","FRA","Booklet 01","5039","503902","50390210","Female",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,91.82,100.792,100.792,53.608,55.351,58.36,14.05,236.598,236.598,42.253,63.449,99.829,51.952,36.898,168.513,168.513,59.827,63.952,69.862,54.289,57.063,57.941,114.72,55.702,114.372,31.677,115.103,206.413,121.339,68.73,418.476
"76","FRA","Booklet 01","5039","503902","50390226","Male",0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,47.64,90.179,90.179,70.719,42.472,51.711,24.374,204.522,204.522,45.233,108.039,96.944,19.094,88.13,181.341,181.341,73.453,37.571,36.123,54.235,38.239,59.48,204.653,135.805,60.552,35.348,67.317,56.895,55.695,35.213,200.707
"77","FRA","Booklet 01","5040","504004","50400407","Female",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,46.195,111.678,111.678,21.964,26.728,35.248,15.883,184.26,184.26,18.945,42.769,76.212,53.738,53.137,62.855,62.855,44.096,18.799,36.267,45.328,14.438,13.666,46.779,22.048,60.84,5.939,39.538,55.728,53.456,61.989,146.474
"78","FRA","Booklet 01","5040","504004","50400423","Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,35.155,193.103,193.103,83.191,48.819,38.494,34.198,153.396,153.396,25.9,122.265,76.742,40.401,80.323,109.788,109.788,78.439,47.33,42.362,54.319,40.159,40.755,56.104,91.934,60.268,8.584,167.395,56.07,39.587,79.119,140.507
"79","FRA","Booklet 01","5041","504101","50410111","Male",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,167.839,44.538,44.538,37.583,26.593,83.465,25.361,308.405,308.405,52.241,77.309,310.839,18.504,62.773,214.414,214.414,60.847,61.608,20.654,113.319,20.957,9.466,15.245,21.353,80.148,9.002,48.487,42.61,13.036,80.716,117.348
"80","FRA","Booklet 01","5041","504101","50410127","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,80.641,60.784,60.784,57.53,76.564,39.88,13.087,171.102,171.102,28.503,71.046,45.777,30.985,22.014,50.622,50.622,26.077,49.19,48.274,96.232,28.84,54.838,6.146,56.233,87.414,67.109,112.886,84.278,211.358,58.322,68.866
"81","FRA","Booklet 01","5042","504204","50420412","Male",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,70.27,180.472,180.472,38.412,188.835,43.629,23.925,290.296,290.296,61.595,126.854,233.692,66.015,145.768,355.223,355.223,187.728,25.766,77.849,70.287,137.105,59.919,47.495,132.446,50.781,15.711,3.687,3.296,54.286,4.109,4.977
"82","FRA","Booklet 01","5042","504208","50420802","Female",0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,89.218,105.894,105.894,35.37,44.057,47.47,31.094,273.726,273.726,73.236,160.994,130.66,82.821,47.756,160.991,160.991,117.554,111.474,124.048,31.324,54.87,65.545,99.726,163.796,53.434,8.452,67.04,68.97,73.599,57.448,114.666
"83","FRA","Booklet 01","5042","504208","50420818","Male",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,65.137,133.484,133.484,34.168,46.2,26.23,12.218,76.258,76.258,35.663,71.25,75.088,72.566,105.653,141.764,141.764,47.081,57.118,114.01,71.727,43.076,28.412,53.453,33.921,92.683,47.701,101.974,87.855,24.159,86.883,101.108
"84","FRA","Booklet 01","5043","504304","50430413","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,41.943,185.475,185.475,29.977,51.722,54.181,14.611,147.123,147.123,34.915,86.017,44.823,51.856,39.858,56.891,56.891,84.664,60.307,98.617,46.406,31.006,46.779,82.147,58.14,101.787,68.017,74.746,69.153,22.669,95.078,108.627
"85","FRA","Booklet 01","5044","504402","50440203","Male",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,40.13,171.308,171.308,28.07,22.082,46.203,14.554,157.316,157.316,54.932,91.001,53.114,54.664,29.72,81.012,81.012,104.418,33.505,133.944,47.494,89.261,52.472,223.358,91.57,89.625,57.158,92.299,135.01,28.359,65.974,134.029
"86","FRA","Booklet 01","5044","504402","50440219","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.452,185.59,185.59,16.678,126.169,14.512,15.62,189.088,189.088,24.116,76.097,74.791,51.271,55.566,137.331,137.331,56.153,38.653,38.163,37.099,26.132,66.603,88.316,130.543,70.5,77.58,67.534,124.466,25.612,57.716,234.765
"87","FRA","Booklet 01","5045","504501","50450106","Female",0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,192.573,134.712,134.712,12.969,50.343,22.353,16.504,119.526,119.526,28.322,31.217,50.708,110.513,36.313,63.966,63.966,48.433,88.24,196.503,24.68,96.2,29.096,97.699,186.894,91.518,64.234,55.213,71.234,58.128,39.716,222.432
"88","FRA","Booklet 01","5045","504501","50450122","Male",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.79,323.132,323.132,61.849,45.417,75.473,26.067,288.506,288.506,187.093,214.045,232.194,145.533,195.062,573.504,573.504,107.894,28.68,10.9,55.143,34.164,0.663,0.548,0.972,1.086,1.482,1.274,2.471,2.642,0.961,1.391
"89","FRA","Booklet 01","5045","504505","50450508","Female",0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,73.051,223.603,223.603,17.589,20.862,61.552,20.554,242.989,242.989,73.215,94.821,37.02,162.177,52.956,197.38,197.38,51.479,98.686,71.239,152.901,167.818,25.784,188.872,12.051,63.084,79.985,72.283,88.701,95.706,44.127,94.647
"90","FRA","Booklet 01","5045","504505","50450524","Female",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43.232,133.199,133.199,35.027,58.333,68.38,42.033,353.873,353.873,39.562,77.138,136.126,17.234,43.03,182.452,182.452,45.121,33.377,83.845,37.646,117.427,25.8,184.685,14.656,39.859,68.436,104.888,67.962,34.588,62.159,127.237
"91","FRA","Booklet 01","5046","504601","50460101","Female",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,38.765,271.431,271.431,35.696,28.879,18.151,11.623,205.851,205.851,53.603,76.691,129.32,23.471,76.843,400.591,400.591,63.642,32.782,54.757,48.981,106.321,54.215,108.266,85.702,190.923,64.996,141.488,139.69,62.496,60.28,110.738
"92","FRA","Booklet 01","5046","504601","50460117","Female",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,78.651,332.919,332.919,21.248,29.637,29.568,18.471,191.749,191.749,44.132,63.228,135.337,38.197,48.406,147.732,147.732,197.14,91.203,122.681,46.683,47.636,60.917,189.221,67.405,55.669,32.51,171.439,196.475,43.831,79.469,110.297
"93","FRA","Booklet 01","5047","504703","50470301","Female",0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,46.263,119.419,119.419,97.644,33.666,63.519,16.185,113.833,113.833,37.256,94.779,25.236,91.036,45.946,121.021,121.021,71.016,46.236,97.623,53.031,105.414,51.637,109.378,161.58,134.947,75.69,120.603,136.835,2.444,108.025,234.793
"94","FRA","Booklet 01","5047","504703","50470317","Female",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,24.216,100.405,100.405,40.387,57.411,110.716,16.551,189.103,189.103,63.057,184.439,225.288,44.631,87.101,390.837,390.837,80.699,190.644,212.083,34.935,36.771,7.895,30.143,24.532,58.762,42.474,45.487,110.781,11.255,57.442,75.671
"95","FRA","Booklet 01","5048","504801","50480113","Male",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116.368,349.875,349.875,69.364,28.146,92.473,42.494,295.425,295.425,55.967,167.15,99.392,67.356,37.451,368.693,368.693,87.988,91.108,89.522,47.29,13.723,37.461,113.367,116.156,63.466,56.761,121.456,28.304,2.057,0.308,39.141
"96","FRA","Booklet 01","5048","504801","50480129","Female",0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,46.94,171.636,171.636,50.918,53.043,109.16,25.792,96.793,96.793,25.239,85.794,138.191,115.797,41.023,173.116,173.116,85.361,110.179,58.185,56.32,80.737,63.356,107.659,22.709,153.599,67.524,71.737,37.599,50.437,44.181,155.468
"97","FRA","Booklet 01","5049","504904","50490409","Female",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,93.689,164.872,164.872,44.889,25.537,105.201,24.345,149.54,149.54,30.564,75.194,314.632,82.837,95.529,144.898,144.898,111.465,34.939,50.357,60.998,154.468,77.693,285.058,41.166,32.911,49.844,60.477,0.488,185.469,53.403,148.244
"98","FRA","Booklet 01","5049","504904","50490425","Female",0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,30.73,102.185,102.185,22.614,22.126,21.66,37.472,370.053,370.053,22.377,57.629,120.202,32.132,31.253,47.715,47.715,33.237,50.862,29.919,61.731,181.387,25.52,77.049,147.698,52.409,35.553,75.301,90.081,85.585,42.151,140.359
"99","FRA","Booklet 01","5049","504908","50490810","Male",0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,59.905,78.941,78.941,20.46,44.455,31.259,21.856,209.216,209.216,38.087,26.5,18.993,49.865,28.193,138.353,138.353,17.982,48.607,34.439,57.617,57.341,5.234,35.697,62.567,88.629,12.38,50.728,102.941,22.424,57.115,418.883
"100","FRA","Booklet 01","5050","505001","50500113","Female",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94.608,191.06,191.06,59.221,29.368,65.994,23.39,265.49,265.49,62.282,170.947,132.678,59.052,85.799,421.325,421.325,116.531,81.304,45.37,112.963,147.368,72.838,138.651,11.155,199.621,10.506,4.754,4.186,40.479,45.415,6.786
"101","FRA","Booklet 01","5051","505101","50510112","Female",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,90.885,452.449,452.449,47.648,79.551,142.224,40.72,208.2,208.2,57.031,95.384,174.817,80.944,67.672,196.841,196.841,73.217,85.472,129.464,82.84,169.289,30.976,75.096,149.887,46.153,57.648,50,16.106,NA,NA,NA
"102","FRA","Booklet 01","5052","505202","50520216","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.943,116.113,116.113,28.534,9.937,30.938,17.621,117.511,117.511,28.631,102.789,77.828,57.77,28.062,103.28,103.28,112.629,36.972,50.412,13.89,35.078,60.172,88.432,113.655,100.628,90.663,69.716,15.604,38.161,67.66,129.209
"103","FRA","Booklet 01","5052","505207","50520707","Male",0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,2,0,0,1,1,0,0,1,0,0,1,0,1,0,1,41.572,82.304,82.304,48.84,42.648,38.564,19.823,162.122,162.122,70.109,79.26,68.789,92.531,40.915,119.924,119.924,100.401,62.74,357.985,140.623,91.968,42.797,160.855,142.791,163.617,25.07,134.791,101.286,55.315,27.441,151.071
"104","FRA","Booklet 01","5052","505207","50520723","Female",0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,59.327,119.955,119.955,15.131,73.421,46.898,30.428,227.016,227.016,44.902,170.593,26.942,53.21,113,279.565,279.565,78.992,86.782,139.829,153.738,59.026,37.262,99.28,249.938,106.087,42.412,75.441,90.804,71.935,43.6,96.334
"105","FRA","Booklet 01","5053","505304","50530411","Male",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,55.659,175.36,175.36,27.774,74.593,31.21,19.781,53.047,53.047,34.117,20.492,29.299,24.892,24.669,100.268,100.268,61.039,30.221,47.61,15.198,39.034,18.728,20.24,58.55,73.845,33.763,62.518,112.777,104.452,194.751,204.995
"106","FRA","Booklet 01","5054","505401","50540110","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,166.383,179.632,179.632,80.559,32.817,55.432,25.378,136.11,136.11,33.631,20.425,12.975,19.322,65.11,63.817,63.817,42.137,27.426,35.685,66.136,73.176,11.92,140.567,125.129,66.863,33.097,81.632,73.993,43.287,77.776,577.805
"107","FRA","Booklet 01","5054","505401","50540126","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,76.472,116.28,116.28,38.171,71.854,40.56,14.066,82.378,82.378,17.381,56.203,14.924,18.429,5.837,44.227,44.227,62.34,21.473,166.297,185.836,22.339,4.455,65.545,133.72,112.967,187.537,51.37,91.745,47.835,69.634,48.359
"108","FRA","Booklet 01","5055","505501","50550114","Male",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,2,1,0,1,0,1,0,0,1,0,0,1,1,1,1,19.283,99.831,99.831,35.68,24.801,64.131,36.355,117.107,117.107,37.72,127.078,166.295,31.177,31.104,91.463,91.463,56.75,38.85,0.219,23.27,71.663,31.018,250.205,87.833,94.074,100.542,85.155,50.146,63.616,62.002,432.089
"109","FRA","Booklet 01","5056","505602","50560210","Male",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.373,108.394,108.394,11.682,46.211,24.281,19.295,104.735,104.735,21.718,37.548,97.167,20.113,25.918,54.734,54.734,40.804,54.733,34.456,17.647,19.36,9.111,68.633,29.258,31.054,48.551,21.732,71.657,38.533,34.127,282.003
"110","FRA","Booklet 01","5057","505701","50570104","Male",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,102.776,197.758,197.758,31.047,48.646,39.928,16.478,135.705,135.705,24.694,72.628,121.948,22.264,57.187,219.066,219.066,83.157,55.552,400.681,58.169,90.491,57.337,69.078,91.711,61.619,37.684,85.79,78.768,37.397,50.412,317.592
"111","FRA","Booklet 01","5057","505701","50570120","Female",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,1,0,1,0,1,1,1,0,1,38.799,182.063,182.063,22.158,36.878,37.042,10.404,140.515,140.515,19.915,91.28,62.789,49.185,28.334,184.51,184.51,63.863,108.721,88.903,16.509,127.316,41.827,70.848,122.383,65.69,83.9,66.481,352.956,117.048,49.617,306.745
"112","FRA","Booklet 01","5058","505804","50580413","Female",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,47.021,103.313,103.313,25.849,30.864,49.969,35.033,100.135,100.135,24.005,70.475,46.948,39.16,34.87,67.554,67.554,48.333,38.998,50.677,83.147,85.148,35.294,19.449,65.631,165.355,20.353,57.621,96.636,17.304,85.642,252.66
"113","FRA","Booklet 01","5059","505904","50590411","Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,27.86,178.749,178.749,11.285,42.78,11.857,9.511,174.525,174.525,24.676,40.952,63.047,31.921,38.639,80.899,80.899,68.009,17.691,75.049,92.984,50.168,222.35,313.018,477.14,222.586,226.061,117.849,69.336,0.578,0.505,1.992
"114","FRA","Booklet 01","5060","506004","50600414","Female",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,125.668,99.337,99.337,36.286,104.133,79.07,18.421,242.862,242.862,24.073,62.412,161.966,17.132,54.881,146.081,146.081,85.019,87.063,86.153,124.604,92.306,22.589,72.261,174.06,46.53,43.625,56.763,90.649,37.705,29.001,177.544
"115","FRA","Booklet 01","5061","506103","50610315","Female",0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,88.233,146.794,146.794,38.698,76.04,49.791,24.954,176.673,176.673,39.204,99.721,205.495,38.935,40.992,209.498,209.498,167.136,45.618,1.11,48.323,70.807,38.383,62.597,117.857,76.083,94.768,82.532,90.571,48.31,112.64,170.656
"116","FRA","Booklet 01","5062","506207","50620704","Male",0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,120.483,202.632,202.632,27.247,25.622,33.248,11.376,126.054,126.054,43.439,54.906,39.438,16.368,27.374,217.915,217.915,45.712,30.671,88.159,21.078,36.793,25.552,56.823,101.235,120.189,16.48,53.256,90.727,24.705,60.972,475.684
"117","FRA","Booklet 01","5062","506207","50620720","Female",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,47.254,82.528,82.528,49.476,27.823,39.39,15.041,53.263,53.263,29.078,112.805,39.486,26.416,55.979,62.307,62.307,45.583,29.537,119.192,80.222,6.96,21.615,172.7,113.759,92.663,47.224,46.231,104.66,108.763,35.075,258.424
"118","FRA","Booklet 01","5063","506301","50630110","Male",0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,79.788,222.812,222.812,38.56,38.152,64.08,12.184,144.239,144.239,55.864,121.023,179.728,100.008,31.68,319.367,319.367,98.471,134.321,257.827,52.679,39.528,57.135,200.775,209.479,112.604,12,38.397,39.369,40.398,NA,NA
